11 9.000000000000000e+00
9.000000000000000e+00 -7.200000000000000e+00 1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -7.200000000000000e+00 3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -7.200000000000000e+00 5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -7.200000000000000e+00 7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -7.200000000000000e+00 9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -5.400000000000000e+00 -9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -5.400000000000000e+00 -7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -5.400000000000000e+00 -5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -5.400000000000000e+00 -3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -5.400000000000000e+00 -1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -5.400000000000000e+00 1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -5.400000000000000e+00 3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -5.400000000000000e+00 5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -5.400000000000000e+00 7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -5.400000000000000e+00 9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -3.600000000000000e+00 -9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -3.600000000000000e+00 -7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -3.600000000000000e+00 -5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -3.600000000000000e+00 -3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -3.600000000000000e+00 -1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -3.600000000000000e+00 1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -3.600000000000000e+00 3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -3.600000000000000e+00 5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -3.600000000000000e+00 7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -3.600000000000000e+00 9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -1.800000000000000e+00 -9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -1.800000000000000e+00 -7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -1.800000000000000e+00 -5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -1.800000000000000e+00 -3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -1.800000000000000e+00 -1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -1.800000000000000e+00 1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -1.800000000000000e+00 3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -1.800000000000000e+00 5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -1.800000000000000e+00 7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 -1.800000000000000e+00 9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 0.000000000000000e+00 -9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 0.000000000000000e+00 -7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 0.000000000000000e+00 -5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 0.000000000000000e+00 -3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 0.000000000000000e+00 -1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 -3.181243920381446e+00 -2.399191956214963e-13
9.000000000000000e+00 0.000000000000000e+00 1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 0.000000000000000e+00 3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 0.000000000000000e+00 5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 0.000000000000000e+00 7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 0.000000000000000e+00 9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 1.800000000000000e+00 -9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 1.800000000000000e+00 -7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 1.800000000000000e+00 -5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 1.800000000000000e+00 -3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 1.800000000000000e+00 -1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 1.800000000000000e+00 1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 1.800000000000000e+00 3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 1.800000000000000e+00 5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 1.800000000000000e+00 7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 1.800000000000000e+00 9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 3.600000000000000e+00 -9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 3.600000000000000e+00 -7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 3.600000000000000e+00 -5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 3.600000000000000e+00 -3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 3.600000000000000e+00 -1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 3.600000000000000e+00 1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 3.600000000000000e+00 3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 3.600000000000000e+00 5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 3.600000000000000e+00 7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 3.600000000000000e+00 9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 5.400000000000000e+00 -9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 5.400000000000000e+00 -7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 5.400000000000000e+00 -5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 5.400000000000000e+00 -3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 5.400000000000000e+00 -1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 5.400000000000000e+00 1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 5.400000000000000e+00 3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 5.400000000000000e+00 5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 5.400000000000000e+00 7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 5.400000000000000e+00 9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 7.200000000000000e+00 -9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 7.200000000000000e+00 -7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 7.200000000000000e+00 -5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 7.200000000000000e+00 -3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 7.200000000000000e+00 -1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 7.200000000000000e+00 1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 7.200000000000000e+00 3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 7.200000000000000e+00 5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 7.200000000000000e+00 7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 7.200000000000000e+00 9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 9.000000000000000e+00 -9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 9.000000000000000e+00 -7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 9.000000000000000e+00 -5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 9.000000000000000e+00 -3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 9.000000000000000e+00 -1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 9.000000000000000e+00 1.800000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 9.000000000000000e+00 3.600000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 9.000000000000000e+00 5.400000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 9.000000000000000e+00 7.200000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 9.000000000000000e+00 9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
